id,audio_filepath,duration,class
id_9gub2iuzqi,id_9gub2iuzqi.wav,1.578,yes
id_xzcgcyyjjt,id_xzcgcyyjjt.wav,1.984,up
id_a92yjs6fpl,id_a92yjs6fpl.wav,1.578,up
id_ogjfh43u9a,id_ogjfh43u9a.wav,1.494,no
id_cd57m5eamy,id_cd57m5eamy.wav,1.238,right
id_8vj7sffayt,id_8vj7sffayt.wav,1.974,left
id_wg0zh24sje,id_wg0zh24sje.wav,1.664,no
id_cdip4yry3i,id_cdip4yry3i.wav,1.554,up
id_s3vy4wreqg,id_s3vy4wreqg.wav,2.074,go
id_7lbinnw6vd,id_7lbinnw6vd.wav,2.178,right
id_udbr7ybvm5,id_udbr7ybvm5.wav,2.1335,stop
id_93xf822bgw,id_93xf822bgw.wav,1.354,yes
id_04auucb9m8,id_04auucb9m8.wav,2.854,stop
id_ge92meenix,id_ge92meenix.wav,1.298,no
id_442mtan89p,id_442mtan89p.wav,1.792,right
id_siobbu2vdu,id_siobbu2vdu.wav,2.347,up
id_9bxgwp8v5d,id_9bxgwp8v5d.wav,2.274,down
id_xmem15ws51,id_xmem15ws51.wav,2.134,stop
id_ji5f7zplmz,id_ji5f7zplmz.wav,2.074,no
id_wn9z4vjpd3,id_wn9z4vjpd3.wav,1.238,right
id_lkzr1k5xq7,id_lkzr1k5xq7.wav,1.974,left
id_c8s6h6onto,id_c8s6h6onto.wav,1.278,go
id_a7dg3cqzuh,id_a7dg3cqzuh.wav,2.176,down
id_uuzypk2n6j,id_uuzypk2n6j.wav,2.134,stop
id_jz766kl15m,id_jz766kl15m.wav,1.6335,down
id_tyoneompnj,id_tyoneompnj.wav,1.664,yes
id_1xloper0ic,id_1xloper0ic.wav,1.899,left
id_d82zcraccd,id_d82zcraccd.wav,1.078,no
id_sc7jw01ka8,id_sc7jw01ka8.wav,1.578,up
id_is65a5ncmn,id_is65a5ncmn.wav,2.178,right
id_t7ptva21et,id_t7ptva21et.wav,1.984,left
id_l02sixtwe2,id_l02sixtwe2.wav,2.347,up
id_5zclbxh9jb,id_5zclbxh9jb.wav,1.078,up
id_yu8afj0wil,id_yu8afj0wil.wav,2.261,right
id_rgp3j36vw6,id_rgp3j36vw6.wav,2.854,stop
id_ves5eb0i1t,id_ves5eb0i1t.wav,1.358,down
id_5k4ar0jlm5,id_5k4ar0jlm5.wav,1.298,no
id_d4uq5o7vbh,id_d4uq5o7vbh.wav,2.134,stop
id_dv3qt6q6dl,id_dv3qt6q6dl.wav,2.133,stop
id_ze2qnxp4b3,id_ze2qnxp4b3.wav,1.634,down
id_vxsgq2tu32,id_vxsgq2tu32.wav,2.176,down
id_21cdtntsdg,id_21cdtntsdg.wav,1.834,up
id_zbgxkqs8wr,id_zbgxkqs8wr.wav,2.069,no
id_fn3d3eoihh,id_fn3d3eoihh.wav,1.674,yes
id_l4djsxz9ic,id_l4djsxz9ic.wav,2.074,go
id_m8vs3pzwhg,id_m8vs3pzwhg.wav,2.133,stop
id_5nf5ul820u,id_5nf5ul820u.wav,2.378,yes
id_9pvtjodlii,id_9pvtjodlii.wav,1.974,left
id_xvx2zk5gwa,id_xvx2zk5gwa.wav,2.112,stop
id_f76v75zd0f,id_f76v75zd0f.wav,1.9135,stop
id_l38sijv3l3,id_l38sijv3l3.wav,1.338,left
id_dh0llft7b1,id_dh0llft7b1.wav,2.274,go
id_0snqf828g0,id_0snqf828g0.wav,2.074,no
id_kgnsyu5o5u,id_kgnsyu5o5u.wav,1.298,no
id_few36sjwta,id_few36sjwta.wav,2.027,down
id_ww89wpfka2,id_ww89wpfka2.wav,2.118,go
id_tibd1cvzlb,id_tibd1cvzlb.wav,2.274,go
id_uqa2x0xi9v,id_uqa2x0xi9v.wav,1.494,no
id_hlbyvldjor,id_hlbyvldjor.wav,2.074,no
id_t3brxipgur,id_t3brxipgur.wav,2.854,stop
id_gemalz20vg,id_gemalz20vg.wav,1.984,left
id_9xf5bwikhe,id_9xf5bwikhe.wav,2.261,right
id_85ehhv0jyr,id_85ehhv0jyr.wav,1.634,down
id_700yfd8l9e,id_700yfd8l9e.wav,1.6,go
id_adaxt898jr,id_adaxt898jr.wav,2.378,yes
id_qe92usij6l,id_qe92usij6l.wav,1.554,up
id_dz1jixu2yz,id_dz1jixu2yz.wav,1.634,down
id_vomscq0pak,id_vomscq0pak.wav,2.027,down
id_gkgo9kadf2,id_gkgo9kadf2.wav,2.133,yes
id_68ydi8dsk4,id_68ydi8dsk4.wav,1.574,left
id_ukfmlccb0z,id_ukfmlccb0z.wav,2.378,yes
id_uyo0iwsb95,id_uyo0iwsb95.wav,2.378,yes
id_j5qlnbx3v3,id_j5qlnbx3v3.wav,1.358,down
id_9v3ke3in24,id_9v3ke3in24.wav,1.974,left
id_u2jrlv6ywr,id_u2jrlv6ywr.wav,1.674,yes
id_rzt87b30u1,id_rzt87b30u1.wav,1.664,no
id_2ljk70b5wx,id_2ljk70b5wx.wav,2.347,up
id_mf2a6mpmud,id_mf2a6mpmud.wav,2.274,go
id_wwvmxe3vur,id_wwvmxe3vur.wav,2.134,stop
id_zxqy5fcwe1,id_zxqy5fcwe1.wav,1.578,up
id_zm002k26tl,id_zm002k26tl.wav,2.274,go
id_s4f63ir0ba,id_s4f63ir0ba.wav,1.934,right
id_y20vwszcs5,id_y20vwszcs5.wav,1.664,no
id_vyiuvufzge,id_vyiuvufzge.wav,1.478,down
id_vgwlwdp38a,id_vgwlwdp38a.wav,1.578,up
id_qin5inpcj7,id_qin5inpcj7.wav,1.354,yes
id_vwt56iekef,id_vwt56iekef.wav,1.934,right
id_l8n4tt0gdj,id_l8n4tt0gdj.wav,1.358,down
id_xwed6mp5i2,id_xwed6mp5i2.wav,1.899,left
id_eucjm7xutd,id_eucjm7xutd.wav,1.6,go
id_yhvl8pumg6,id_yhvl8pumg6.wav,1.984,up
id_c4t2ioxxuv,id_c4t2ioxxuv.wav,1.792,right
id_jehf2eeod1,id_jehf2eeod1.wav,2.378,yes
id_zo4sg2j4kh,id_zo4sg2j4kh.wav,1.354,yes
id_evyc623ej5,id_evyc623ej5.wav,2.667,go
id_zqwolm1jar,id_zqwolm1jar.wav,1.664,yes
id_hxogywn4yy,id_hxogywn4yy.wav,1.078,up
id_v8t65yq6mi,id_v8t65yq6mi.wav,2.347,up
id_zwx06xkz6e,id_zwx06xkz6e.wav,2.133,stop
id_3dno8tor7i,id_3dno8tor7i.wav,2.134,stop
id_qcgqnawvzi,id_qcgqnawvzi.wav,1.654,right
id_zczjmd6xr3,id_zczjmd6xr3.wav,1.664,yes
id_x232kuxain,id_x232kuxain.wav,1.674,yes
id_mmdacgdrvw,id_mmdacgdrvw.wav,2.027,down
id_m2mbeiibfh,id_m2mbeiibfh.wav,1.654,right
id_e7tyvcy239,id_e7tyvcy239.wav,1.078,up
id_re7i4hidjo,id_re7i4hidjo.wav,1.38,go
id_rgqemddwak,id_rgqemddwak.wav,1.914,stop
id_7b94xp3r0r,id_7b94xp3r0r.wav,1.899,left
id_ht7wlwu8kp,id_ht7wlwu8kp.wav,1.354,yes
id_iu3atwjrcq,id_iu3atwjrcq.wav,1.278,go
id_hdlxi9h5nq,id_hdlxi9h5nq.wav,1.138,stop
id_x9wbrmdi03,id_x9wbrmdi03.wav,2.118,go
id_k2msos43gc,id_k2msos43gc.wav,2.854,stop
id_x7uq4wxysz,id_x7uq4wxysz.wav,1.494,no
id_t0wr768br5,id_t0wr768br5.wav,1.078,up
id_60fegl6pq8,id_60fegl6pq8.wav,1.358,down
id_uday6br43l,id_uday6br43l.wav,1.984,left
id_h3q44unl63,id_h3q44unl63.wav,1.914,stop
id_c0ccs998lr,id_c0ccs998lr.wav,1.138,stop
id_8vscjs9prq,id_8vscjs9prq.wav,1.792,right
id_ie3roc6io2,id_ie3roc6io2.wav,1.2978333333333334,no
id_aiyn1wye8p,id_aiyn1wye8p.wav,2.027,down
id_1ngunnc7qg,id_1ngunnc7qg.wav,1.238,right
id_dbdr2ruqxu,id_dbdr2ruqxu.wav,2.134,stop
id_logj9cup72,id_logj9cup72.wav,1.634,down
id_rk515vyj03,id_rk515vyj03.wav,2.118,go
id_dvni7wz8ue,id_dvni7wz8ue.wav,1.078,up
id_s26f8hn6id,id_s26f8hn6id.wav,1.664,yes
id_3k1zi7hje3,id_3k1zi7hje3.wav,1.578,up
id_3foercppqx,id_3foercppqx.wav,1.138,stop
id_4ojzth3nii,id_4ojzth3nii.wav,2.118,go
id_n5c6uxlrjl,id_n5c6uxlrjl.wav,1.078,up
id_tkyk1y3tkn,id_tkyk1y3tkn.wav,1.078,no
id_tjl421xsjz,id_tjl421xsjz.wav,1.2978333333333334,no
id_qx9zdfux7k,id_qx9zdfux7k.wav,2.027,down
id_cq16zvdcrr,id_cq16zvdcrr.wav,1.664,no
id_bot9pj02ni,id_bot9pj02ni.wav,1.578,yes
id_ymak9jaxwl,id_ymak9jaxwl.wav,1.554,up
id_nlhj92rytc,id_nlhj92rytc.wav,2.178,right
id_22j0eq6myn,id_22j0eq6myn.wav,1.914,stop
id_hh9e7f02f2,id_hh9e7f02f2.wav,1.358,down
id_au9gbjwoec,id_au9gbjwoec.wav,2.074,go
id_0ow5rcjte7,id_0ow5rcjte7.wav,1.554,up
id_4leppo0tjn,id_4leppo0tjn.wav,1.792,right
id_m5dhaoiozm,id_m5dhaoiozm.wav,1.899,left
id_2bhewpwvmx,id_2bhewpwvmx.wav,2.854,stop
id_5dhl8stn9r,id_5dhl8stn9r.wav,2.347,up
id_a5ho91bs07,id_a5ho91bs07.wav,2.347,up
id_v7mkbddfwf,id_v7mkbddfwf.wav,2.074,go
id_885szlr3ns,id_885szlr3ns.wav,1.934,right
id_qeubzdgzqz,id_qeubzdgzqz.wav,2.133,stop
id_bgz9aya6nk,id_bgz9aya6nk.wav,1.974,left
id_j2rqejugq1,id_j2rqejugq1.wav,2.027,down
id_p3kgvkoft6,id_p3kgvkoft6.wav,1.899,left
id_4klj7p6eij,id_4klj7p6eij.wav,1.654,right
id_4lwwgpnl4i,id_4lwwgpnl4i.wav,2.074,no
id_o1do8xp14j,id_o1do8xp14j.wav,2.074,go
id_faktrwwfq1,id_faktrwwfq1.wav,2.133,stop
id_azomijxukl,id_azomijxukl.wav,2.274,down
id_m1umjeyzs9,id_m1umjeyzs9.wav,1.138,stop
id_hywqd1u2ew,id_hywqd1u2ew.wav,1.674,yes
id_zzbs2daq1g,id_zzbs2daq1g.wav,2.133,yes
id_rw00rcifju,id_rw00rcifju.wav,1.914,stop
id_cyqu04cdji,id_cyqu04cdji.wav,2.261,right
id_sya8d4yszb,id_sya8d4yszb.wav,1.664,no
id_dikipj2t7z,id_dikipj2t7z.wav,1.634,down
id_iwit10xd56,id_iwit10xd56.wav,2.027,down
id_004lc7o3ld,id_004lc7o3ld.wav,2.134,stop
id_anv26r95rb,id_anv26r95rb.wav,2.074,no
id_pjl050o0fv,id_pjl050o0fv.wav,2.133,yes
id_stx1z83ctd,id_stx1z83ctd.wav,1.654,right
id_frfll24l6a,id_frfll24l6a.wav,2.274,down
id_6gfqfro1kv,id_6gfqfro1kv.wav,1.664,no
id_9vdglkpbtx,id_9vdglkpbtx.wav,1.278,go
id_sgzn05lksw,id_sgzn05lksw.wav,2.133,stop
id_xlvx67dgjm,id_xlvx67dgjm.wav,1.38,go
id_2snyltwehe,id_2snyltwehe.wav,2.069,no
id_70igzf3d6u,id_70igzf3d6u.wav,1.574,left
id_bf3phnpcj5,id_bf3phnpcj5.wav,2.378,yes
id_l698ex6eob,id_l698ex6eob.wav,1.578,yes
id_2wqobtix2a,id_2wqobtix2a.wav,2.074,go
id_opw6n3bgnt,id_opw6n3bgnt.wav,2.133,yes
id_x0hohb916h,id_x0hohb916h.wav,1.654,right
id_j03gud8fhk,id_j03gud8fhk.wav,1.354,yes
id_c0yajngpbq,id_c0yajngpbq.wav,1.358,down
id_53ypo8oyz3,id_53ypo8oyz3.wav,1.664,yes
id_rs54iofffq,id_rs54iofffq.wav,1.792,right
id_bq2fw3dtgl,id_bq2fw3dtgl.wav,1.578,yes
id_ccka66ckmh,id_ccka66ckmh.wav,1.934,right
id_pknallmvoo,id_pknallmvoo.wav,1.238,right
id_p0w856lwbp,id_p0w856lwbp.wav,2.027,down
id_vswo8g4yhd,id_vswo8g4yhd.wav,2.027,down
id_886305mh1r,id_886305mh1r.wav,1.664,yes
id_ab03x50uml,id_ab03x50uml.wav,2.134,stop
id_w17mqzpd6o,id_w17mqzpd6o.wav,1.38,go
id_qi0p73l4k8,id_qi0p73l4k8.wav,1.984,left
id_qs9pmpf48b,id_qs9pmpf48b.wav,1.078,no
id_ak7cwo8fuf,id_ak7cwo8fuf.wav,1.358,down
id_a95j9og2k8,id_a95j9og2k8.wav,1.078,up
id_5svhjmywxn,id_5svhjmywxn.wav,2.069,no
id_6ybf3ldqm0,id_6ybf3ldqm0.wav,2.347,up
id_zxffzp1y5x,id_zxffzp1y5x.wav,2.069,no
id_8fncfivf24,id_8fncfivf24.wav,1.792,right
id_8am6xxsstj,id_8am6xxsstj.wav,2.176,down
id_nk6jtvybhf,id_nk6jtvybhf.wav,1.078,no
id_fnblukeexo,id_fnblukeexo.wav,2.027,down
id_k6bqdbbrgy,id_k6bqdbbrgy.wav,1.914,stop
id_j0kvjvsdjq,id_j0kvjvsdjq.wav,1.674,yes
id_5ctn2frv3y,id_5ctn2frv3y.wav,1.984,up
id_su8ntpd09y,id_su8ntpd09y.wav,2.261,right
id_eoio28zvdm,id_eoio28zvdm.wav,2.998,left
id_aqtcvofc50,id_aqtcvofc50.wav,1.578,yes
id_1caodsgfkl,id_1caodsgfkl.wav,2.274,down
id_idaq5s552b,id_idaq5s552b.wav,1.338,left
id_139wwjlgjo,id_139wwjlgjo.wav,1.138,stop
id_3qepidyc55,id_3qepidyc55.wav,2.069,no
id_a3os0sjv8o,id_a3os0sjv8o.wav,1.298,no
id_gmghgx261s,id_gmghgx261s.wav,1.278,go
id_v31mlfiwcf,id_v31mlfiwcf.wav,1.078,no
id_5px8iojrx5,id_5px8iojrx5.wav,1.354,yes
id_wght6z3hsz,id_wght6z3hsz.wav,2.074,go
id_0hlk2zokbp,id_0hlk2zokbp.wav,2.347,up
id_z2e5kmaaob,id_z2e5kmaaob.wav,2.854,stop
id_ozuz7q2l4j,id_ozuz7q2l4j.wav,1.654,right
id_euvf2wlcjw,id_euvf2wlcjw.wav,1.494,no
id_v4xa2g39s0,id_v4xa2g39s0.wav,1.792,right
id_mkd7ceeplr,id_mkd7ceeplr.wav,1.38,go
id_wsx1yszi3o,id_wsx1yszi3o.wav,2.274,down
id_idhixbfqo1,id_idhixbfqo1.wav,1.554,up
id_p46lzkzkp7,id_p46lzkzkp7.wav,1.354,yes
id_feoleey2q5,id_feoleey2q5.wav,2.074,go
id_dz64nabji1,id_dz64nabji1.wav,2.027,down
id_3e7byatwim,id_3e7byatwim.wav,1.984,up
id_urggjm4dzu,id_urggjm4dzu.wav,1.494,no
id_myk3yt6o5z,id_myk3yt6o5z.wav,1.338,left
id_v0q0mcd7ou,id_v0q0mcd7ou.wav,2.027,down
id_7p7v62g2np,id_7p7v62g2np.wav,1.138,stop
id_pywc8gf49w,id_pywc8gf49w.wav,1.138,stop
id_6t1l9m62po,id_6t1l9m62po.wav,1.078,up
id_yosds2dk33,id_yosds2dk33.wav,1.974,left
id_u6xor0s98d,id_u6xor0s98d.wav,1.494,no
id_2lnup7wfp5,id_2lnup7wfp5.wav,2.112,stop
id_1mj1afpukf,id_1mj1afpukf.wav,1.664,no
id_m4ylri0155,id_m4ylri0155.wav,1.914,stop
id_y2wtsi28ic,id_y2wtsi28ic.wav,2.133,stop
id_36nq9535gu,id_36nq9535gu.wav,1.6,go
id_zvsrg4zs0w,id_zvsrg4zs0w.wav,1.354,yes
id_pow7jctx5v,id_pow7jctx5v.wav,1.358,down
id_2vodddaer6,id_2vodddaer6.wav,2.261,right
id_21vs761oz4,id_21vs761oz4.wav,1.578,yes
id_1fhmgi3ahq,id_1fhmgi3ahq.wav,1.078,up
id_dfomxhb298,id_dfomxhb298.wav,1.984,left
id_83b2ogjxdv,id_83b2ogjxdv.wav,2.133,yes
id_7g89t5d5z7,id_7g89t5d5z7.wav,1.278,go
id_4mnfivvkqu,id_4mnfivvkqu.wav,1.358,down
id_jw1yfy5khy,id_jw1yfy5khy.wav,2.347,up
id_yadq8isloc,id_yadq8isloc.wav,1.664,no
id_jkssrjcg1w,id_jkssrjcg1w.wav,2.347,up
id_m7zql3v68u,id_m7zql3v68u.wav,2.069,no
id_v893e5jdij,id_v893e5jdij.wav,1.934,right
id_zlcxxf7662,id_zlcxxf7662.wav,2.133,stop
id_q65uhmv7wr,id_q65uhmv7wr.wav,1.634,down
id_nbr2zx35ji,id_nbr2zx35ji.wav,1.934,right
id_n5pwgv2r2l,id_n5pwgv2r2l.wav,1.899,left
id_7h5p8i8sda,id_7h5p8i8sda.wav,2.854,stop
id_2s46d6gbm2,id_2s46d6gbm2.wav,1.834,up
id_1jt8d1y37c,id_1jt8d1y37c.wav,2.667,go
id_prp6rrtdmh,id_prp6rrtdmh.wav,2.133,stop
id_6nw1cnf6tx,id_6nw1cnf6tx.wav,2.378,yes
id_1232gzj5m6,id_1232gzj5m6.wav,1.6535,right
id_fpwopvw4r3,id_fpwopvw4r3.wav,1.934,right
id_cww41zyhte,id_cww41zyhte.wav,2.0735,no
id_9ya9dj3hec,id_9ya9dj3hec.wav,2.347,up
id_as3zrdc94h,id_as3zrdc94h.wav,1.984,left
id_52ojofr1sh,id_52ojofr1sh.wav,1.138,stop
id_6l8n803299,id_6l8n803299.wav,1.38,go
id_0n1k72yfjd,id_0n1k72yfjd.wav,1.654,right
id_84ai0d50f1,id_84ai0d50f1.wav,2.261,right
id_qwzgn0ag9u,id_qwzgn0ag9u.wav,1.674,yes
id_ldl5zyuedg,id_ldl5zyuedg.wav,2.074,go
id_igms9uicvq,id_igms9uicvq.wav,2.261,right
id_d7nd8kto69,id_d7nd8kto69.wav,1.554,up
id_8yoxtczojl,id_8yoxtczojl.wav,2.998,left
id_ovgyfb7voo,id_ovgyfb7voo.wav,1.358,down
id_uib0jvkpc3,id_uib0jvkpc3.wav,2.133,yes
id_pdiztkcyvj,id_pdiztkcyvj.wav,1.664,yes
id_xs9hlwqo90,id_xs9hlwqo90.wav,1.664,yes
id_o8a81vbtb9,id_o8a81vbtb9.wav,2.261,right
id_8pxo335dbl,id_8pxo335dbl.wav,1.238,right
id_e1gaxod9dv,id_e1gaxod9dv.wav,2.178,right
id_k7h5x99mij,id_k7h5x99mij.wav,1.554,up
id_z89wdype7j,id_z89wdype7j.wav,2.274,go
id_rcrxra8b3l,id_rcrxra8b3l.wav,1.984,up
id_sxjsokrage,id_sxjsokrage.wav,2.347,up
id_kcfgg8zu6k,id_kcfgg8zu6k.wav,1.478,down
id_vtenzj2ymq,id_vtenzj2ymq.wav,1.494,no
id_bku0szw7qk,id_bku0szw7qk.wav,2.0735,go
id_t9a38oc1tg,id_t9a38oc1tg.wav,2.347,up
id_m2vtp1rc51,id_m2vtp1rc51.wav,2.069,no
id_neocs5evge,id_neocs5evge.wav,1.674,yes
id_q7lmjrf1jo,id_q7lmjrf1jo.wav,1.914,stop
id_8fk3bprshg,id_8fk3bprshg.wav,1.078,no
id_mwgmk2z3ld,id_mwgmk2z3ld.wav,1.574,left
id_5m16t08yi7,id_5m16t08yi7.wav,2.133,yes
id_r8c354887u,id_r8c354887u.wav,1.138,stop
id_gmnljzrnkz,id_gmnljzrnkz.wav,1.654,right
id_5303zqxr1s,id_5303zqxr1s.wav,1.298,no
id_5vk6b6gzai,id_5vk6b6gzai.wav,2.261,right
id_np4m5rwin8,id_np4m5rwin8.wav,1.578,up
id_irrukzmg6f,id_irrukzmg6f.wav,1.354,yes
id_a8ugj1nde4,id_a8ugj1nde4.wav,2.112,stop
id_vjwc5zpq74,id_vjwc5zpq74.wav,1.984,left
id_0osshgyyhf,id_0osshgyyhf.wav,1.554,up
id_atad9bx7e9,id_atad9bx7e9.wav,1.38,go
id_xpq9kg59tl,id_xpq9kg59tl.wav,1.298,no
id_ucfxe6p71b,id_ucfxe6p71b.wav,1.792,right
id_9bued72nhu,id_9bued72nhu.wav,2.133,stop
id_wyo2frgq7x,id_wyo2frgq7x.wav,1.6335,down
id_f27h6e2rr0,id_f27h6e2rr0.wav,2.133,stop
id_ojmjh1k1ez,id_ojmjh1k1ez.wav,1.494,no
id_ny8ocba5i2,id_ny8ocba5i2.wav,1.574,left
id_m8ypaphewx,id_m8ypaphewx.wav,2.998,left
id_a01rkzn9v6,id_a01rkzn9v6.wav,2.378,yes
id_s9rb70zxxy,id_s9rb70zxxy.wav,1.298,no
id_h6ljddglij,id_h6ljddglij.wav,1.9335,right
id_qzwy7z9ya0,id_qzwy7z9ya0.wav,2.026666666666667,down
id_e4wq5ljb6a,id_e4wq5ljb6a.wav,1.358,down
id_dvzpenjt4i,id_dvzpenjt4i.wav,1.984,up
id_rnd3vio7g4,id_rnd3vio7g4.wav,2.074,go
id_v9w0oasi71,id_v9w0oasi71.wav,1.984,up
id_cgbf9oczrb,id_cgbf9oczrb.wav,1.578,yes
id_wjiw4a3o0k,id_wjiw4a3o0k.wav,2.134,stop
id_wrnukijmam,id_wrnukijmam.wav,1.478,down
id_66val6k8c1,id_66val6k8c1.wav,2.667,go
id_99hzokt71b,id_99hzokt71b.wav,2.176,down
id_jvzcmfhedr,id_jvzcmfhedr.wav,1.984,up
id_4krtxcktkw,id_4krtxcktkw.wav,1.984,up
id_q6hjoz3onw,id_q6hjoz3onw.wav,1.078,up
id_ln3vm1swhg,id_ln3vm1swhg.wav,1.664,no
id_4rg4jijxrr,id_4rg4jijxrr.wav,1.914,stop
id_6oe395ack4,id_6oe395ack4.wav,1.984,up
id_4cfgxk2ix7,id_4cfgxk2ix7.wav,1.338,left
id_d1h9s8y3rm,id_d1h9s8y3rm.wav,2.027,down
id_ycp9obvkn8,id_ycp9obvkn8.wav,1.974,left
id_bg5j3g3tyc,id_bg5j3g3tyc.wav,1.914,stop
id_xd3t1xox8l,id_xd3t1xox8l.wav,2.274,down
id_hrvqp3kj35,id_hrvqp3kj35.wav,2.176,down
id_fg5h2surz7,id_fg5h2surz7.wav,2.274,down
id_aans3v2w1v,id_aans3v2w1v.wav,1.238,right
id_ad3z3w77sb,id_ad3z3w77sb.wav,1.354,yes
id_x5p6h87n9j,id_x5p6h87n9j.wav,2.134,stop
id_waxkukqn05,id_waxkukqn05.wav,1.914,stop
id_1mo613dlwy,id_1mo613dlwy.wav,1.674,yes
id_6paca4hdc0,id_6paca4hdc0.wav,1.554,up
id_45k0kk5ooo,id_45k0kk5ooo.wav,2.134,stop
id_f5hy8bx3te,id_f5hy8bx3te.wav,1.078,up
id_w5vxwge8tz,id_w5vxwge8tz.wav,1.078,no
id_hffycawje7,id_hffycawje7.wav,2.274,go
id_minmegpj03,id_minmegpj03.wav,2.074,go
id_1iihackf2m,id_1iihackf2m.wav,2.176,down
id_brrm3kn5vi,id_brrm3kn5vi.wav,1.578,yes
id_tmyec01be1,id_tmyec01be1.wav,2.998,left
id_xgafjcnlhu,id_xgafjcnlhu.wav,1.664,no
id_nbatlgqqhz,id_nbatlgqqhz.wav,1.934,right
id_utfs6l4h8x,id_utfs6l4h8x.wav,1.914,stop
id_nlsak3855l,id_nlsak3855l.wav,1.6,go
id_zhlssiln38,id_zhlssiln38.wav,1.664,no
id_pctpsxg5pm,id_pctpsxg5pm.wav,1.298,no
id_ghj5v04bo9,id_ghj5v04bo9.wav,1.078,up
id_e9df9nfa9o,id_e9df9nfa9o.wav,1.899,left
id_f77vcqc4h5,id_f77vcqc4h5.wav,2.261,right
id_qowhsgv5bm,id_qowhsgv5bm.wav,1.792,right
id_ufrnqthjeh,id_ufrnqthjeh.wav,1.494,no
id_bolrcqlsz1,id_bolrcqlsz1.wav,1.578,yes
id_sqmnvoz9cu,id_sqmnvoz9cu.wav,2.667,go
id_ihyofis80u,id_ihyofis80u.wav,1.934,right
id_5m8ynii92d,id_5m8ynii92d.wav,2.998,left
id_4bqtwgh5fa,id_4bqtwgh5fa.wav,2.027,down
id_y6bs7pa0ku,id_y6bs7pa0ku.wav,1.984,up
id_7cte5agznw,id_7cte5agznw.wav,2.347,up
id_mvg8v0pvtp,id_mvg8v0pvtp.wav,2.274,go
id_lh5kqimkw9,id_lh5kqimkw9.wav,1.664,yes
id_twcmzev0ce,id_twcmzev0ce.wav,1.38,go
id_0w0ubvyip6,id_0w0ubvyip6.wav,1.934,right
id_wr0x434cbq,id_wr0x434cbq.wav,2.074,no
id_d855tstdlo,id_d855tstdlo.wav,1.338,left
id_intqhrl9me,id_intqhrl9me.wav,1.078,no
id_3j6ov4lo39,id_3j6ov4lo39.wav,2.069,no
id_evj7q3gj3j,id_evj7q3gj3j.wav,1.478,down
id_v6l9sl37i1,id_v6l9sl37i1.wav,1.078,no
id_its0mp36ej,id_its0mp36ej.wav,2.027,down
id_7c25kmyymo,id_7c25kmyymo.wav,1.792,right
id_ip4pm3zrlh,id_ip4pm3zrlh.wav,2.274,go
id_rviobeg6yg,id_rviobeg6yg.wav,2.027,down
id_b5xac3dq9f,id_b5xac3dq9f.wav,1.578,up
id_wlowvft9s7,id_wlowvft9s7.wav,2.178,right
id_yx90ymc2sq,id_yx90ymc2sq.wav,2.347,up
id_y0bitk4fs7,id_y0bitk4fs7.wav,1.478,down
id_2kcxc0g1o7,id_2kcxc0g1o7.wav,1.792,right
id_ws7s0leyr2,id_ws7s0leyr2.wav,1.664,no
id_vn05y64muc,id_vn05y64muc.wav,1.984,left
id_1gxwme80ez,id_1gxwme80ez.wav,2.074,no
id_94ua5p6x9p,id_94ua5p6x9p.wav,1.834,up
id_pjvqz3lqke,id_pjvqz3lqke.wav,1.6,go
id_qjxdd7xag3,id_qjxdd7xag3.wav,1.914,stop
id_212r5hf6xr,id_212r5hf6xr.wav,1.578,up
id_ikd7ivkp6i,id_ikd7ivkp6i.wav,1.238,right
id_4meddwgwgf,id_4meddwgwgf.wav,2.854,stop
id_aa2bafeu1u,id_aa2bafeu1u.wav,2.074,no
id_jymbfmlrff,id_jymbfmlrff.wav,1.554,up
id_vpatd95pux,id_vpatd95pux.wav,1.354,yes
id_l96ei8uoqn,id_l96ei8uoqn.wav,1.984,left
id_992go9wj9p,id_992go9wj9p.wav,1.664,yes
id_rv8zxwc2hd,id_rv8zxwc2hd.wav,2.074,go
id_d94zemhfda,id_d94zemhfda.wav,1.6,go
id_ohzkl94muu,id_ohzkl94muu.wav,1.478,down
id_1zkpm8ibo7,id_1zkpm8ibo7.wav,2.261,right
id_x74ljiu1ae,id_x74ljiu1ae.wav,1.38,go
id_ribqnmxg54,id_ribqnmxg54.wav,1.974,left
id_zkqh5fx4xn,id_zkqh5fx4xn.wav,1.984,left
id_x4l047as61,id_x4l047as61.wav,2.347,up
id_08xofgsp87,id_08xofgsp87.wav,1.494,no
id_mjsgakj4pl,id_mjsgakj4pl.wav,2.854,stop
id_5as7lvimbj,id_5as7lvimbj.wav,2.347,up
id_p6nmp0uslh,id_p6nmp0uslh.wav,1.358,down
id_47lhr7dfwv,id_47lhr7dfwv.wav,1.554,up
id_p0l1hlacfl,id_p0l1hlacfl.wav,2.069,no
id_lb7gipdsbh,id_lb7gipdsbh.wav,1.914,stop
id_pbjyzgl5vk,id_pbjyzgl5vk.wav,1.664,yes
id_q8lqfc9pf7,id_q8lqfc9pf7.wav,2.176,down
id_byhsxu8lpz,id_byhsxu8lpz.wav,1.934,right
id_63b3u2aa2e,id_63b3u2aa2e.wav,2.854,stop
id_7tsldqxu3f,id_7tsldqxu3f.wav,1.358,down
